Nome,Tamanho (KB),Link,Data de Criação
S4D437,144,https://github.com/etnayahanmail/S4D437,2025-07-10T04:40:49Z
ABAP,144,https://github.com/andrey-zzz/ABAP,2020-04-16T09:33:52Z
abap_btocs_deepl,144,https://github.com/b-tocs/abap_btocs_deepl,2024-01-22T14:14:54Z
abap_beispiele,144,https://github.com/fatmatubamehder/abap_beispiele,2025-07-06T13:51:21Z
functionModule-RFC_READ_TABLE_V2,144,https://github.com/Keng-Sahachart/functionModule-RFC_READ_TABLE_V2,2020-05-28T07:56:40Z
ZMM,144,https://github.com/lvelardita/ZMM,2015-10-08T17:20:48Z
abap-comment-system,144,https://github.com/zenrosadira/abap-comment-system,2024-03-09T15:41:11Z
PROREX-IHKO_MDKP,144,https://github.com/kubiaks/PROREX-IHKO_MDKP,2025-06-24T17:28:58Z
a4hGcts,143,https://github.com/abapvcgit/a4hGcts,2024-07-18T17:20:26Z
abap-unit-runner,143,https://github.com/Xexer/abap-unit-runner,2025-02-05T20:11:28Z
TCV-customizing,143,https://github.com/cuongus1/TCV-customizing,2024-08-14T04:44:19Z
BW_Section_n_Blocks,143,https://github.com/i025126/BW_Section_n_Blocks,2021-01-27T16:08:54Z
ZPRICAT,143,https://github.com/aleksei-belousov/ZPRICAT,2024-02-16T09:11:40Z
AbapgitADT,143,https://github.com/jmmunozba/AbapgitADT,2021-09-17T07:54:37Z
dbtab-down-and-upload,143,https://github.com/frankjentsch/dbtab-down-and-upload,2020-10-31T18:18:51Z
Mass-upload-dbTable,142,https://github.com/vidyadharg/Mass-upload-dbTable,2022-06-16T11:16:25Z
batch-input-transporting,142,https://github.com/DogukanP/batch-input-transporting,2021-12-20T16:56:18Z
adventofcode_2020,142,https://github.com/julianschmuckli/adventofcode_2020,2020-12-02T22:08:20Z
aes2,142,https://github.com/jindong1978/aes2,2025-04-01T10:34:13Z
OpenSAP_CP13,142,https://github.com/zetkawawpl/OpenSAP_CP13,2020-11-01T09:54:03Z
ABAP_SD5,142,https://github.com/matt1029-zz/ABAP_SD5,2020-04-21T07:10:50Z
ARA-Industries,141,https://github.com/ekaropolus/ARA-Industries,2018-09-07T16:29:49Z
ABAP,141,https://github.com/Mateus-ABAP/ABAP,2025-06-20T17:54:22Z
SAP,140,https://github.com/fatndiaye/SAP,2014-07-17T09:48:22Z
abapGit,140,https://github.com/samdani1007/abapGit,2025-02-13T07:32:26Z
abaptest,140,https://github.com/arboehm/abaptest,2014-08-07T14:47:34Z
Clean,140,https://github.com/PyxsConsulting/Clean,2024-05-09T18:59:22Z
abap-gencust,140,https://github.com/jrgkraus/abap-gencust,2025-02-18T12:05:20Z
SAP1,140,https://github.com/p4elopuh/SAP1,2023-05-13T19:52:47Z
ZGCTS_WRGCTS_PREP,140,https://github.com/dreamer-nv/ZGCTS_WRGCTS_PREP,2021-11-23T14:43:10Z
plan_job,140,https://github.com/rbaskov/plan_job,2015-08-27T10:51:38Z
JIRASM,139,https://github.com/Chupakebr/JIRASM,2024-08-21T14:34:41Z
ABAP_CODE,139,https://github.com/crounly/ABAP_CODE,2018-03-20T12:42:47Z
abap-CSR,139,https://github.com/sandraros/abap-CSR,2019-11-01T23:26:43Z
ZCA_TBX_TEXT_PREPARATION,139,https://github.com/JSB-Vienna/ZCA_TBX_TEXT_PREPARATION,2023-10-21T19:54:38Z
ZSECGNP,139,https://github.com/jiriehrlich/ZSECGNP,2021-04-30T21:52:12Z
abap_tasks,138,https://github.com/dgoceva67/abap_tasks,2025-03-30T13:55:25Z
write_testable_code_for_abap,138,https://github.com/arisvanmazijk/write_testable_code_for_abap,2018-04-02T10:13:48Z
NPL,138,https://github.com/carlitosalcala/NPL,2022-08-02T11:18:13Z
ABAP,138,https://github.com/alex2880s/ABAP,2020-12-22T12:12:11Z
adash-services,138,https://github.com/xinitrc86/adash-services,2020-06-14T11:26:32Z
ABAPMOVIE06,138,https://github.com/masterries/ABAPMOVIE06,2022-01-27T16:11:17Z
Gruppe-H,137,https://github.com/stexer2108/Gruppe-H,2023-11-27T15:38:23Z
TM,137,https://github.com/joharog/TM,2024-01-08T19:18:56Z
ValueObjects,137,https://github.com/rob786541/ValueObjects,2024-10-21T08:43:06Z
ALV-Multi-Visao,137,https://github.com/GabrielCordeiroBarrosoTeles/ALV-Multi-Visao,2024-11-12T17:41:25Z
source_test,137,https://github.com/Jinjin0121/source_test,2022-09-02T05:26:55Z
pranav_gcts-_repo,136,https://github.com/Pranavgudepu/pranav_gcts-_repo,2025-05-13T07:35:37Z
abap-advent-2020,136,https://github.com/larshp/abap-advent-2020,2020-11-30T15:42:43Z
coinchangerkata-abap,136,https://github.com/moscaverd/coinchangerkata-abap,2015-03-30T13:36:19Z
abapDataToTableImport,136,https://github.com/Kaszub09/abapDataToTableImport,2024-11-18T13:05:03Z
gctsR,136,https://github.com/AsankaDL/gctsR,2021-06-14T21:35:20Z
abapgit,136,https://github.com/kaysap/abapgit,2015-03-17T14:50:06Z
sap,135,https://github.com/ereismatias/sap,2016-04-13T16:26:48Z
ZABAP_SALV_REPORT,135,https://github.com/Kaszub09/ZABAP_SALV_REPORT,2024-01-31T12:49:28Z
zkrk_emp,135,https://github.com/ravikishore1979/zkrk_emp,2020-09-29T12:11:43Z
chess-for-abap,135,https://github.com/manhofmann/chess-for-abap,2024-12-25T11:50:53Z
abap-for-consultants-may-2024,135,https://github.com/Buran1988/abap-for-consultants-may-2024,2024-05-31T11:08:41Z
ABAP-Tar,135,https://github.com/abapPM/ABAP-Tar,2022-06-03T11:33:19Z
DFHZZSD,135,https://github.com/lzJiang/DFHZZSD,2024-12-31T06:27:26Z
Transport_Files_Tool,135,https://github.com/SaschaWaechter/Transport_Files_Tool,2018-05-20T15:29:50Z
DFHZZMM,134,https://github.com/lzJiang/DFHZZMM,2024-12-31T06:25:14Z
SAP-Table-Mass,134,https://github.com/vbak24/SAP-Table-Mass,2024-01-29T07:33:29Z
zif_frame,134,https://github.com/lingcSun/zif_frame,2023-07-19T08:30:03Z
abap-cleanup-test,134,https://github.com/stockbal/abap-cleanup-test,2023-09-30T20:09:30Z
tenis-kata2,134,https://github.com/enricjorda/tenis-kata2,2019-08-19T14:12:56Z
abapgit-commitlint,134,https://github.com/rayatus/abapgit-commitlint,2023-01-06T19:45:00Z
tenis-kata,134,https://github.com/enricjorda/tenis-kata,2019-08-19T09:33:56Z
ADT,133,https://github.com/p00047575/ADT,2025-07-19T14:52:11Z
gCTSRepo,133,https://github.com/Dineshfujitsu/gCTSRepo,2021-10-08T09:09:16Z
ABAP,133,https://github.com/anikaott/ABAP,2023-11-23T16:11:28Z
Code_Review_X-9,133,https://github.com/LucasTMB/Code_Review_X-9,2024-06-12T19:51:29Z
macnava,133,https://github.com/macnava/macnava,2025-04-18T15:38:51Z
ABAPGuide,133,https://github.com/serhatmercan/ABAPGuide,2021-10-07T14:19:05Z
ZRETPDT001,132,https://github.com/sretail/ZRETPDT001,2024-09-18T06:36:03Z
wbs,132,https://github.com/rayyeap/wbs,2025-05-20T01:46:27Z
ABAP_WEBSHOP,132,https://github.com/TobiasNeidhardt/ABAP_WEBSHOP,2021-11-25T09:54:55Z
ZWD_CALENDAR_VH,132,https://github.com/boy0korea/ZWD_CALENDAR_VH,2021-07-02T06:52:10Z
ABAP_Plant-_Maintenance,132,https://github.com/irunepan/ABAP_Plant-_Maintenance,2021-12-01T09:39:00Z
abap-webshop,132,https://github.com/alikapllan/abap-webshop,2022-11-28T13:37:29Z
SANKO,132,https://github.com/DemirdasHC3/SANKO,2022-06-14T13:55:38Z
abap-singleton,132,https://github.com/dmitry-kostin/abap-singleton,2014-06-18T06:59:53Z
Sanctions.io,132,https://github.com/REMEDYNE/Sanctions.io,2019-09-04T01:25:38Z
SYNC_StudyNote,132,https://github.com/HaileyYoon-a/SYNC_StudyNote,2023-01-12T23:29:51Z
ABAP-OWN-CODE,132,https://github.com/HusnulM/ABAP-OWN-CODE,2025-02-03T04:14:37Z
abap-alv-google-upload-sheet,131,https://github.com/swirzmj/abap-alv-google-upload-sheet,2025-08-06T07:51:14Z
abapgit-launcher,131,https://github.com/fabianlupa/abapgit-launcher,2023-06-11T10:51:28Z
Zalv_generate,131,https://github.com/Limiter-hao/Zalv_generate,2020-09-29T08:39:58Z
abap-object-analysis-tools,131,https://github.com/stockbal/abap-object-analysis-tools,2021-05-08T16:16:07Z
ABAP_NEW,129,https://github.com/madan-bandaru/ABAP_NEW,2021-07-17T16:16:40Z
BC430-Abap-Dictionary,129,https://github.com/Veyselyazar/BC430-Abap-Dictionary,2022-07-28T15:26:33Z
DFHZZSD_EN,129,https://github.com/lzJiang/DFHZZSD_EN,2025-01-01T13:04:40Z
Abap-M19,128,https://github.com/leofcg/Abap-M19,2021-02-17T16:46:15Z
ABAP,128,https://github.com/friveratobar/ABAP,2023-04-30T17:20:13Z
AbapGit,128,https://github.com/saadeh/AbapGit,2024-06-13T17:39:14Z
abap-factory,128,https://github.com/dmitry-kostin/abap-factory,2014-06-16T06:40:09Z
ABAP,128,https://github.com/wwsheng009/ABAP,2013-09-29T14:15:29Z
zrb_test,127,https://github.com/rammelbalagtas/zrb_test,2024-12-12T18:10:46Z
test-abap-parser-digit,127,https://github.com/Allam76/test-abap-parser-digit,2022-11-11T08:48:10Z
abap,127,https://github.com/satiroglu/abap,2022-06-24T10:03:43Z
abap-parameters,127,https://github.com/jrodriguez-rc/abap-parameters,2021-02-14T08:07:17Z
sap_abap,127,https://github.com/zohaib194/sap_abap,2020-10-07T13:34:04Z
YHSKA_09_HOMEWORK,127,https://github.com/trho96/YHSKA_09_HOMEWORK,2020-05-10T13:56:09Z
Expans-o-de-Materiais-ALV-Edit-vel,127,https://github.com/CaioFragoso23/Expans-o-de-Materiais-ALV-Edit-vel,2025-07-14T16:24:16Z
WBS_20210712_FL,127,https://github.com/walibens/WBS_20210712_FL,2021-07-12T13:47:30Z
grc_s4tax_vtin,127,https://github.com/seidorveritas/grc_s4tax_vtin,2021-11-30T18:16:36Z
BC430_Dictionary,126,https://github.com/Ibrahimtryk/BC430_Dictionary,2022-07-31T07:26:22Z
abap-alv-oo,126,https://github.com/ailsonluis/abap-alv-oo,2020-11-01T00:49:28Z
Abap_Relatorios_Write,126,https://github.com/AndreLuizDG/Abap_Relatorios_Write,2024-08-22T18:07:17Z
zsegw,126,https://github.com/olafp85/zsegw,2023-06-12T08:16:50Z
ABAPPS,126,https://github.com/ar-coal/ABAPPS,2024-09-25T05:03:06Z
zsd_ajustes_integracao,126,https://github.com/alessandra-marinho-gb/zsd_ajustes_integracao,2025-06-10T17:33:29Z
ZABAPGIT,126,https://github.com/BetoLara/ZABAPGIT,2025-04-27T01:29:55Z
SAB-ABAP,126,https://github.com/Faiz-Ahamad/SAB-ABAP,2025-06-24T01:59:33Z
General-repository,126,https://github.com/Philipakn/General-repository,2021-07-28T20:15:25Z
ABAP2XLSX_HELPER,126,https://github.com/boy0korea/ABAP2XLSX_HELPER,2021-06-11T14:40:05Z
abapgit_workflow,126,https://github.com/himanshush13/abapgit_workflow,2019-11-28T07:36:33Z
Backup-SAP,125,https://github.com/gilsonbormann8/Backup-SAP,2024-07-03T14:23:43Z
dmoflight,125,https://github.com/ksim85/dmoflight,2025-06-19T12:26:43Z
-yyukseltalent23,125,https://github.com/yusufyuksell/-yyukseltalent23,2023-07-10T13:15:10Z
ZABAP_SAP_ENHANCEMENTS,124,https://github.com/Kaszub09/ZABAP_SAP_ENHANCEMENTS,2024-01-31T14:09:27Z
SAP-Developer-Code-Challenge-Open-Source-ABAP,124,https://github.com/TBuryanek/SAP-Developer-Code-Challenge-Open-Source-ABAP,2023-05-17T07:54:14Z
Dynamic-Validation,124,https://github.com/Nagaraj121999/Dynamic-Validation,2024-12-21T15:00:09Z
11-Andrzejek,124,https://github.com/MichalBWLK/11-Andrzejek,2024-11-19T20:00:20Z
zabap_test,123,https://github.com/halleya/zabap_test,2016-06-14T12:14:01Z
S4D430,123,https://github.com/FrankWalterLG/S4D430,2024-10-07T12:59:59Z
YDEVS4D437,123,https://github.com/shtjing/YDEVS4D437,2023-12-04T02:58:49Z
saplink-plugins,123,https://github.com/pacroy/saplink-plugins,2017-04-24T10:26:50Z
ABAPFileManagement,123,https://github.com/JAlTad/ABAPFileManagement,2023-11-09T15:39:54Z
sap-usi-exception,123,https://github.com/SchwarzIT/sap-usi-exception,2021-07-06T09:20:06Z
ZMOBWM,123,https://github.com/EnbridgeGit/ZMOBWM,2024-04-19T19:21:42Z
ZOPS_MD_E_002,122,https://github.com/KothandMurugan/ZOPS_MD_E_002,2019-03-29T18:52:04Z
ZSPAS,122,https://github.com/jmsolera/ZSPAS,2021-04-03T11:15:39Z
zreport_monitor,122,https://github.com/Limiter-hao/zreport_monitor,2020-09-25T08:15:08Z
dbg_value_statement,122,https://github.com/alaible/dbg_value_statement,2022-01-10T22:59:53Z
zcl_pdf,122,https://github.com/beraadim/zcl_pdf,2017-06-03T09:46:29Z
ALV-OO,122,https://github.com/joharog/ALV-OO,2024-06-04T22:13:06Z
AU_FIX,122,https://github.com/Chris-anderson1224/AU_FIX,2024-12-02T20:42:04Z
zaceeditor,122,https://github.com/maxfreck/zaceeditor,2020-05-28T19:03:36Z
zhtmlui,121,https://github.com/maxfreck/zhtmlui,2018-05-20T08:44:45Z
S4D400_core_abap_skills,121,https://github.com/fmumali/S4D400_core_abap_skills,2025-04-18T18:29:55Z
LegoUseCase,121,https://github.com/TravelTechCode/LegoUseCase,2025-04-04T16:30:51Z
Abap,121,https://github.com/fedorsh1984/Abap,2018-12-05T08:19:54Z
cashjournal_abap,120,https://github.com/cyril-devops-ng/cashjournal_abap,2015-03-28T23:20:04Z
abap_salv_tree,120,https://github.com/dmitry-kostin/abap_salv_tree,2015-07-26T03:54:59Z
ABAP-SSR,120,https://github.com/DogukanP/ABAP-SSR,2021-11-22T15:15:07Z
zabapgit1,120,https://github.com/inchara-139/zabapgit1,2024-03-18T08:53:54Z
debitnote,120,https://github.com/kgmei/debitnote,2025-03-05T10:14:06Z
abap_split_screen,120,https://github.com/dmitry-kostin/abap_split_screen,2015-07-26T04:13:33Z
ZMM_GOOD_RECEIPT,120,https://github.com/cherifim/ZMM_GOOD_RECEIPT,2023-04-07T15:29:27Z
Z_HRDEV,119,https://github.com/EnbridgeGit/Z_HRDEV,2024-04-19T19:55:46Z
zdefuse,119,https://github.com/koemaeda/zdefuse,2017-04-04T17:58:55Z
sap-fringe,119,https://github.com/eabdiel/sap-fringe,2020-12-01T12:29:31Z
XML-Monitoring-Report,119,https://github.com/faroshtaha/XML-Monitoring-Report,2021-05-26T16:38:37Z
abapgithub_workflow,119,https://github.com/yeganehmilad4/abapgithub_workflow,2019-09-17T14:46:58Z
abap-markdown,119,https://github.com/koemaeda/abap-markdown,2015-09-14T21:02:51Z
ABAP-Different-Tasks,119,https://github.com/hazem-jr/ABAP-Different-Tasks,2023-06-29T08:57:57Z
Reusable-component-for-Excel-Operations,118,https://github.com/dassharma/Reusable-component-for-Excel-Operations,2020-04-29T20:36:51Z
ABAP,118,https://github.com/CoderRahu1/ABAP,2023-05-01T07:13:16Z
ABAPSNIP,118,https://github.com/hansgm/ABAPSNIP,2014-12-18T08:59:07Z
Marc-Bernard-Tools-Versions,118,https://github.com/Marc-Bernard-Tools/Marc-Bernard-Tools-Versions,2020-05-18T15:55:46Z
saphcmhire,118,https://github.com/XW-ABAP/saphcmhire,2023-09-15T06:49:53Z
AES,118,https://github.com/Sumu-Ning/AES,2015-07-01T18:10:38Z
ZSSI_UTIL,117,https://github.com/xtbirihan/ZSSI_UTIL,2020-07-04T10:53:44Z
YDK_LIST,117,https://github.com/DKiyanov/YDK_LIST,2020-05-18T15:28:24Z
ABAP-MVC-Model,117,https://github.com/HexClan-dev/ABAP-MVC-Model,2020-08-04T07:45:45Z
ABAP-Simple-Async-Framework,117,https://github.com/MikeSidorochkin/ABAP-Simple-Async-Framework,2020-11-27T15:29:04Z
abap-utils,117,https://github.com/stockbal/abap-utils,2020-11-27T16:44:16Z
Historico_de_Pedidos,117,https://github.com/CaioFragoso23/Historico_de_Pedidos,2025-07-14T13:25:33Z
abap-advent-2020,117,https://github.com/g-back/abap-advent-2020,2020-12-01T08:19:55Z
ABAP_PO,116,https://github.com/pavankmys/ABAP_PO,2024-09-19T09:26:57Z
abap,116,https://github.com/ufukkaracayli/abap,2025-02-13T09:27:03Z
liquidePlanner,116,https://github.com/abdullahatan/liquidePlanner,2022-04-11T12:36:54Z
WorkItem-Display,116,https://github.com/aditheos/WorkItem-Display,2021-05-15T05:43:11Z
Convista,116,https://github.com/amybess/Convista,2022-08-05T19:09:33Z
abapToC,116,https://github.com/Kaszub09/abapToC,2023-11-24T14:07:35Z
ABAP-HTTP-Agent,116,https://github.com/abapPM/ABAP-HTTP-Agent,2024-12-05T09:38:43Z
ZBI,116,https://github.com/EnbridgeGit/ZBI,2024-04-19T20:08:09Z
SMARTFORMS,116,https://github.com/bhuvabhavik/SMARTFORMS,2024-02-01T04:24:00Z
PAO-head-first,116,https://github.com/brehberg/PAO-head-first,2018-01-22T17:08:40Z
ABAP740,115,https://github.com/diogomax/ABAP740,2023-11-24T17:39:12Z
abap-timestamps,115,https://github.com/whothefluff/abap-timestamps,2023-02-15T14:49:14Z
prettier-printer,115,https://github.com/fabianlupa/prettier-printer,2018-03-26T18:43:30Z
testzpspkg,115,https://github.com/Praful32/testzpspkg,2024-12-05T07:23:34Z
ABAP-URL,115,https://github.com/abapPM/ABAP-URL,2024-12-19T06:02:02Z
Abap_Beispiel_Codes,115,https://github.com/MustafaCengiz1/Abap_Beispiel_Codes,2020-03-23T21:27:24Z
ABAP,115,https://github.com/Tmeler/ABAP,2023-11-03T14:00:12Z
Advent-of-Code-2024,114,https://github.com/dnlps96/Advent-of-Code-2024,2024-12-01T10:09:57Z
abap_mustache,114,https://github.com/sbcgua/abap_mustache,2017-01-17T19:56:45Z
ABAP-Swagger,114,https://github.com/larshp/ABAP-Swagger,2016-06-26T08:15:24Z
ALV-with-Forms,113,https://github.com/GabrielCordeiroBarrosoTeles/ALV-with-Forms,2024-11-12T14:42:13Z
ABAP-Activity,113,https://github.com/Pallavi141298/ABAP-Activity,2022-06-01T03:47:12Z
ZKRK_GCTS_OBJ_TST,113,https://github.com/ravikishore1979/ZKRK_GCTS_OBJ_TST,2025-01-17T05:27:42Z
trip-service-kata-master,113,https://github.com/jonayrb/trip-service-kata-master,2021-09-29T06:23:50Z
abapPM-Persistence,113,https://github.com/abapPM/abapPM-Persistence,2024-06-01T20:29:24Z
abap-oo-cheat-sheets,113,https://github.com/isavchenko-sap/abap-oo-cheat-sheets,2025-05-26T11:25:32Z
UNI-GRADE-SYSTEM,113,https://github.com/hselimt/UNI-GRADE-SYSTEM,2025-08-09T07:51:22Z
exp_col_in_alv,113,https://github.com/stekoester/exp_col_in_alv,2021-04-28T19:48:09Z
ZSOF,113,https://github.com/bluebaby1/ZSOF,2021-07-27T06:06:31Z
ZwdCSV,112,https://github.com/WegnerDan/ZwdCSV,2019-01-26T18:32:05Z
WDCA,112,https://github.com/abapGit-tests/WDCA,2021-10-14T14:53:30Z
SAP-ABAP,112,https://github.com/haribo841/SAP-ABAP,2023-11-27T17:54:36Z
TAW12-2,112,https://github.com/Divya057/TAW12-2,2022-05-17T13:21:50Z
ZRGGBR000,112,https://github.com/SaravananS1113/ZRGGBR000,2020-09-14T05:24:55Z
zdtp_massdownload,112,https://github.com/imran136/zdtp_massdownload,2019-09-17T09:05:33Z
ABAP-RICEFW,111,https://github.com/jegadesh213/ABAP-RICEFW,2024-10-18T07:54:56Z
Repository-app-RCEFWF,111,https://github.com/JessicaLim2/Repository-app-RCEFWF,2024-05-28T06:44:04Z
abap2json,111,https://github.com/boy0korea/abap2json,2021-07-04T15:01:33Z
io1_zzd530,111,https://github.com/gmahi/io1_zzd530,2020-08-15T21:34:52Z
REPORT-KOMPARASI,111,https://github.com/wellys3/REPORT-KOMPARASI,2023-06-27T08:44:35Z
abap_exit_control,111,https://github.com/Holle-0815/abap_exit_control,2024-02-22T11:40:06Z
openSAP_cp13,111,https://github.com/mickrig/openSAP_cp13,2022-07-21T13:15:54Z
WDCC,111,https://github.com/abapGit-tests/WDCC,2020-07-27T15:00:04Z
abaptrial-mrc,110,https://github.com/dvontress73/abaptrial-mrc,2024-05-16T20:07:32Z
elimina-conclui-requisicao-compra,110,https://github.com/Luan-Victor/elimina-conclui-requisicao-compra,2020-11-05T18:19:21Z
ZCA_TBX_APPLICATION_LOGGING,110,https://github.com/JSB-Vienna/ZCA_TBX_APPLICATION_LOGGING,2023-10-21T18:56:38Z
TR_COPY_RELEASE,110,https://github.com/Sgudkov/TR_COPY_RELEASE,2023-04-04T07:05:31Z
ydk_alv_fcat,109,https://github.com/DKiyanov/ydk_alv_fcat,2019-07-31T17:58:20Z
Abap_Ordens_de_Compras,109,https://github.com/R4F43LL-D3VB3GINN3R/Abap_Ordens_de_Compras,2024-10-11T15:57:18Z
gcts02,108,https://github.com/dreamer-nv/gcts02,2020-06-11T09:56:01Z
crossdeps,108,https://github.com/sbcgua/crossdeps,2020-06-16T20:20:13Z
abap,108,https://github.com/kbkozlev/abap,2025-05-06T08:49:32Z
ZQUERY,108,https://github.com/Dwivedirahul44/ZQUERY,2022-06-11T08:59:46Z
ABAPAcceleratorLibrary,108,https://github.com/ArneVanHauwermeiren/ABAPAcceleratorLibrary,2024-12-14T15:38:05Z
zrfcread,108,https://github.com/srijan9864/zrfcread,2021-06-20T14:18:55Z
ZMM_INT_PO,108,https://github.com/lrcherubini/ZMM_INT_PO,2025-05-30T13:56:33Z
zafpm_projeto,108,https://github.com/alanfljesus/zafpm_projeto,2024-01-24T00:11:11Z
ABAP_Resources,107,https://github.com/acradibotC/ABAP_Resources,2025-04-23T07:43:02Z
devops_for_techstack,107,https://github.com/git4operate/devops_for_techstack,2021-11-19T09:50:08Z
RAF,107,https://github.com/chunrichi/RAF,2023-07-06T10:03:12Z
Bhanu_Onpremise,107,https://github.com/BhanuPrasadYeligeti/Bhanu_Onpremise,2025-05-15T11:37:14Z
jsonPathwithABAP,107,https://github.com/ewoyadmin/jsonPathwithABAP,2025-06-22T11:38:26Z
ZTEST,106,https://github.com/aleksei-belousov/ZTEST,2024-10-23T14:01:28Z
BO_TDF_V2,106,https://github.com/shubhamWaghmare-sap/BO_TDF_V2,2021-01-08T04:56:51Z
ZABAP_S3,106,https://github.com/chiaruz/ZABAP_S3,2021-01-21T13:48:09Z
abap_zmsg,106,https://github.com/OutKeal/abap_zmsg,2023-06-23T11:04:57Z
ABAP,105,https://github.com/sercankd/ABAP,2018-05-30T08:39:17Z
bw_toolbox,105,https://github.com/pawelwiejkut/bw_toolbox,2018-10-28T18:36:49Z
ZPK_PROMOTION,105,https://github.com/AbapKhaiTruong/ZPK_PROMOTION,2024-05-27T14:42:30Z
SchemA,105,https://github.com/se38/SchemA,2016-01-07T14:15:41Z
ABAP_LOGGING,105,https://github.com/franzreitmayer/ABAP_LOGGING,2019-12-16T10:06:29Z
ABAP-CODES,105,https://github.com/evrenbaris/ABAP-CODES,2022-08-25T06:53:49Z
abapgit-workflow,104,https://github.com/LFONTAINE80/abapgit-workflow,2021-03-09T15:57:19Z
ZCA,104,https://github.com/EnbridgeGit/ZCA,2024-04-19T18:53:00Z
Abap_Relatorios_ALV,104,https://github.com/AndreLuizDG/Abap_Relatorios_ALV,2024-08-26T13:20:28Z
OpenSAP,104,https://github.com/gsarunk/OpenSAP,2018-05-10T16:40:21Z
ABAP_PRJ_VTP,104,https://github.com/thanhnt1512/ABAP_PRJ_VTP,2024-02-26T10:14:11Z
ABAP-Tap,104,https://github.com/abapPM/ABAP-Tap,2023-07-18T01:28:10Z
Z_SD_SLS,104,https://github.com/panterb/Z_SD_SLS,2023-01-20T14:19:00Z
New-ABAP-Tips-Tricks,104,https://github.com/suriyarasu/New-ABAP-Tips-Tricks,2022-12-22T11:03:08Z
old,103,https://github.com/mkimyagery/old,2024-04-29T21:23:56Z
ABAP,103,https://github.com/1391202028/ABAP,2023-02-14T13:56:11Z
SAP-DEV-Objects,103,https://github.com/Shampyn/SAP-DEV-Objects,2021-02-09T14:09:21Z
user-exit-scanner,103,https://github.com/MDagni/user-exit-scanner,2022-08-16T13:31:17Z
AT-RT,103,https://github.com/CCM-GCTS/AT-RT,2020-08-11T06:55:37Z
Profissionais_ABAP,103,https://github.com/giorio/Profissionais_ABAP,2017-12-27T15:35:06Z
ybiceronetalent2023,102,https://github.com/YasinBicer/ybiceronetalent2023,2023-07-10T12:11:12Z
data-migration-centre,102,https://github.com/H00fie/data-migration-centre,2023-05-24T10:38:06Z
sap-printing-forms,102,https://github.com/Bijedic/sap-printing-forms,2019-04-18T09:11:38Z
opensap_writing_testable_code,102,https://github.com/sodogan/opensap_writing_testable_code,2020-05-29T18:22:24Z
34_sap_abap-file-formats-tools,102,https://github.com/ep-infosec/34_sap_abap-file-formats-tools,2022-12-12T12:17:31Z
ABAP_OT24,102,https://github.com/otarazona/ABAP_OT24,2024-10-21T12:33:25Z
Flight_Copy,102,https://github.com/JeffZheng2001/Flight_Copy,2024-08-02T22:57:00Z
Abap-Development,102,https://github.com/clemendes/Abap-Development,2020-04-02T22:35:17Z
SAP-ABAP-practices,101,https://github.com/DogukanP/SAP-ABAP-practices,2022-01-24T15:31:49Z
REQUEST_REPORT,101,https://github.com/marcelochal/REQUEST_REPORT,2018-09-25T22:09:20Z
ZEX_HTML_EDITOR,101,https://github.com/abeljohny/ZEX_HTML_EDITOR,2016-10-16T15:03:01Z
SAP-MM-Reports-Collection,101,https://github.com/xMA3x/SAP-MM-Reports-Collection,2025-07-17T22:38:56Z
zjson,101,https://github.com/hareeshbabu82ns/zjson,2019-04-17T19:12:55Z
ABAP-OOP-Library,101,https://github.com/rvanmil/ABAP-OOP-Library,2013-03-07T08:58:05Z
SAP-ABAP-reports,101,https://github.com/GregTakacsGergo/SAP-ABAP-reports,2024-11-21T12:16:14Z
my-abap-codes,101,https://github.com/joaomfariia/my-abap-codes,2022-09-19T22:54:23Z
FCRCA,100,https://github.com/betomqcr/FCRCA,2025-07-30T20:14:37Z
pi,100,https://github.com/msmania/pi,2015-03-04T07:05:22Z
ZGEN_TR,100,https://github.com/Avadeshsap/ZGEN_TR,2025-06-14T07:31:57Z
abapgit-workflow,100,https://github.com/Rashabhi10/abapgit-workflow,2020-04-29T07:37:03Z
abap-project-simple-groceries,100,https://github.com/rafinika/abap-project-simple-groceries,2025-01-13T11:12:36Z
SAP-ABAP-Projects,100,https://github.com/PoojaKhoday/SAP-ABAP-Projects,2025-07-29T15:38:54Z
DFHZZMM_EN,100,https://github.com/lzJiang/DFHZZMM_EN,2025-01-01T13:02:04Z
My_First_Adobe_Form-,99,https://github.com/VasukiElsa/My_First_Adobe_Form-,2025-07-09T07:10:02Z
epm_som_bopf,99,https://github.com/abapvcgit/epm_som_bopf,2023-07-27T22:00:46Z
ABAP-for-consultants-May-2023,99,https://github.com/Buran1988/ABAP-for-consultants-May-2023,2023-06-02T14:07:16Z
ZYBAT,99,https://github.com/abeljohny/ZYBAT,2017-04-29T09:34:07Z
ABAP_practice,99,https://github.com/Shu52/ABAP_practice,2019-03-12T18:54:16Z
csar-onetalent23,99,https://github.com/7ozzy35/csar-onetalent23,2023-07-10T12:48:07Z
opensap-wtcr,99,https://github.com/cjbungay/opensap-wtcr,2019-03-23T16:30:49Z
blowfish-abap,99,https://github.com/hhelibeb/blowfish-abap,2019-10-17T08:36:23Z
export-import-vx,99,https://github.com/sandraros/export-import-vx,2021-06-06T11:23:41Z
gproject,99,https://github.com/AutoEla/gproject,2022-02-09T10:40:02Z
